person name ID	corporate indicator	index order	name entry element	name scope notes	name second element	name third element	natural order	name query indicator	standardised entry element	standardised second element
1178	FALSE		W.			sheriff of Isle of Wight (sic)		FALSE	w.	
1179	FALSE		Paul			abbot of St Albans		FALSE	paul	
1180	FALSE		Ansger			chaplain		FALSE	ansger	
1181	FALSE		Hugh		de Coleham			FALSE	hugh	de coleham
1182	TRUE		Malling		Abbey			FALSE	malling	abbey
1183	TRUE		"London,"		Cnihtengild			FALSE	"london,"	cnihtengild
1184	FALSE		R.		Delpare			FALSE	r.	delpare
1185	TRUE		Shrewsbury		Abbey			FALSE	shrewsbury	abbey
1186	TRUE		La Charite-sur-Loire		Priory			FALSE	la charite-sur-loire	priory
1187	FALSE		Simon		I	earl of Northampton		FALSE	simon	i
1188	FALSE		Nigel		of Lincoln			FALSE	nigel	of lincoln
1189	FALSE		Payn			"reeve of Heacham, Norf."		FALSE	payn	
1190	FALSE		Eustace			holder of 1 hide in Balmer		FALSE	eustace	
1191	FALSE		William		de Beaufeu	bishop of Thetford		FALSE	william	de beaufeu
1192	FALSE		Roger		de Busliaco			FALSE	roger	de busliaco
1193	FALSE		Walter		de Aincurte			FALSE	walter	de aincurte
1194	FALSE		Richard					FALSE	richard	
1195	FALSE		Ralph		de Chesney			FALSE	ralph	de chesney
1196	FALSE		Richard					FALSE	richard	
1197	FALSE		Hugh		son of Golda			FALSE	hugh	son of golda
1198	FALSE		Godfrey		de Petraponte			FALSE	godfrey	de petraponte
1199	FALSE		Hugh		de Wanciaco			FALSE	hugh	de wanciaco
1200	TRUE		Tynemouth		Priory			FALSE	tynemouth	priory
1201	FALSE		Robert		Picot	sheriff of Northumberland		FALSE	robert	picot
1202	TRUE		Spalding		Priory			FALSE	spalding	priory
1203	FALSE		Roger		son of Gerald			FALSE	roger	son of gerald
1204	FALSE		Colgrim			landholder in Lincolnshire		FALSE	colgrim	
1205	FALSE		Hugh		de Montgomery	earl of Shrewsbury		FALSE	hugh	de montgomery
1206	FALSE		Richard		Engaine			FALSE	richard	engaine
1207	FALSE		R. Frameri					FALSE	r. frameri	
1208	FALSE		R.		de Fornellis			FALSE	r.	de fornellis
1209	FALSE		Baldwin			usurper of Thorney lands		FALSE	baldwin	
1210	FALSE		Ralph		de Marceio			FALSE	ralph	de marceio
1211	FALSE		Hulericus		de Holeburna (?Holborn)			FALSE	hulericus	de holeburna (?holborn)
1212	FALSE		W.			"bishop, identity uncertain"		FALSE	w.	
1213	TRUE		Waltham		College			FALSE	waltham	college
1214	FALSE		William		Peverel I	of Nottingham		FALSE	william	peverel i
1215	FALSE		Atselinus		de Walteriuilla			FALSE	atselinus	de walteriuilla
1216	FALSE		Ralph		d'Escures			FALSE	ralph	descures
1217	TRUE		Norwich		Cathedral			FALSE	norwich	cathedral
1218	FALSE		Odbert					FALSE	odbert	
1219	FALSE		Aredus			falconer		FALSE	aredus	
1220	FALSE		Godfrey			abbot of Malmesbury		FALSE	godfrey	
1221	FALSE		William		de Carcario			FALSE	william	de carcario
1222	FALSE		Mauger		brother of Abbot Godfrey	of Malmesbury		FALSE	mauger	brother of abbot godfrey
1223	TRUE		Bermondsey		Priory			FALSE	bermondsey	priory
1224	FALSE		Walter		son of Ansger			FALSE	walter	son of ansger
1225	FALSE		Anserellus		de Parentin			FALSE	anserellus	de parentin
1226	FALSE		Gerald		de Calz			FALSE	gerald	de calz
1227	FALSE		Guy		de Oilly			FALSE	guy	de oilly
1229	FALSE		"R.,"		identity uncertain	bishop attesting 1087 x 1100		FALSE	"r.,"	identity uncertain
1230	FALSE		Earnwui			sheriff of Nottingham		FALSE	earnwui	
1231	FALSE		William		de Warelwast	bishop of Exeter		FALSE	william	de warelwast
1233	FALSE		Wulmar			"tenant at Broomfield, Essex"		FALSE	wulmar	
1234	FALSE		Turold			dapifer of Odo of Bayeux		FALSE	turold	
1235	FALSE		Gilbert		son of Richard			FALSE	gilbert	son of richard
1236	FALSE		Roger		de Montgomery	Poitevin		FALSE	roger	de montgomery
1237	FALSE		William		son of Baldwin	sheriff of Devon		FALSE	william	son of baldwin
1238	FALSE		William		of Evesham			FALSE	william	of evesham
1239	FALSE		William		Folet			FALSE	william	folet
1240	FALSE		Robert		Himing'			FALSE	robert	himing'
1241	FALSE		R.		Herengod			FALSE	r.	herengod
1242	FALSE		W.			sheriff of Rutland		FALSE	w.	
1243	FALSE		Osbern			clerk		FALSE	osbern	
1244	TRUE		"Liberties, Laws"					FALSE	"liberties, laws"	
1245	TRUE		Chichester		Cathedral			FALSE	chichester	cathedral
1246	FALSE		Ketel			steersman		FALSE	ketel	
1247	FALSE		E.		son of Angerus	sheriff of Sussex		FALSE	e.	son of angerus
1248	FALSE		Hoel			minister in Sussex		FALSE	hoel	
1249	FALSE		Abbot of Chertsey		unidentified	temp William II		FALSE	abbot of chertsey	unidentified
1250	FALSE		Cnut			king of England		FALSE	cnut	
1251	FALSE		Goscelin			minister in East Anglia		FALSE	goscelin	
1252	FALSE		Hermer		de Ferrers	sheriff of ?Norfolk		FALSE	hermer	de ferrers
1253	FALSE		Ælfric		son of Wihtgar			FALSE	ælfric	son of wihtgar
1254	FALSE		Ralph		son of Urse	d'Abetot		FALSE	ralph	son of urse
1255	FALSE		Ralph			dapifer of abbot of Bury		FALSE	ralph	
1256	TRUE		Christchurch		Priory	(Twynham)		FALSE	christchurch	priory
1257	FALSE		Anschitil			"disseisor of St Aug's, Cant."		FALSE	anschitil	
1258	FALSE		Prior of St Augustine			Canterbury		FALSE	prior of st augustine	
1259	FALSE		Fulk			chaplain		FALSE	fulk	
1260	TRUE		Eynsham		Abbey	(see also Stow)		FALSE	eynsham	abbey
1261	FALSE		Columbanus			abbot of Eynsham		FALSE	columbanus	
1262	FALSE		Robert		de Lacy	sheriff of York		FALSE	robert	de lacy
1263	TRUE		Colchester		Abbey of St John			FALSE	colchester	abbey of st john
1264	FALSE		Deorman					FALSE	deorman	
1265	FALSE		Leofstan		brother of Deorman			FALSE	leofstan	brother of deorman
1267	FALSE		Abbot of Fecamp		unidentified	1099		FALSE	abbot of fecamp	unidentified
1268	FALSE		Philip		de Braoise			FALSE	philip	de braoise
1269	FALSE		F.		Veltrarius			FALSE	f.	veltrarius
1270	FALSE		Isembard			bernarius		FALSE	isembard	
1271	FALSE		Gerard			archbishop of York		FALSE	gerard	
1272	FALSE		Alan		de Percy			FALSE	alan	de percy
1273	FALSE		H.			sheriff of Yorkshire		FALSE	h.	
1274	TRUE		Angers		Ss Sergius and Bacchus			FALSE	angers	ss sergius and bacchus
1275	FALSE		G.			"custodian of Durham, 1096-9"		FALSE	g.	
1276	FALSE		Wimar			dapifer		FALSE	wimar	
1277	FALSE		Odo			chamberlain		FALSE	odo	
1278	FALSE		Stephen			count of Brittany		FALSE	stephen	
1279	FALSE		Abbot of Grestain		unidentified			FALSE	abbot of grestain	unidentified
1280	FALSE		Harscuidus		Musardus			FALSE	harscuidus	musardus
1281	TRUE		Shaftesbury		Abbey			FALSE	shaftesbury	abbey
1282	FALSE		Eulalia			abbess of Shaftesbury		FALSE	eulalia	
1283	FALSE		Serlo		de Burri			FALSE	serlo	de burri
1284	FALSE		Roger		de Bohlai			FALSE	roger	de bohlai
1285	FALSE		Aiulf			sheriff of Somerset and Dorset		FALSE	aiulf	
1286	FALSE		Alured			pincerna		FALSE	alured	
1287	TRUE		Armathwaite		Nunnery			FALSE	armathwaite	nunnery
1288	FALSE		William		de Redvers			FALSE	william	de redvers
1289	FALSE		Edgar			king of Scotland		FALSE	edgar	
1290	FALSE		Malcolm			king of Scotland		FALSE	malcolm	
1291	FALSE		William		son of Theod.	sheriff of Carlisle/Cumberland		FALSE	william	son of theod.
1292	FALSE		Odo		of Tiron	knight de Winebald de Ballon		FALSE	odo	of tiron
1293	FALSE		Roger			knight of John son of Waleran		FALSE	roger	
1294	FALSE		Peter		of St Olaf			FALSE	peter	of st olaf
1295	FALSE		Roger		de Novant			FALSE	roger	de novant
1296	FALSE		Richard		de la Mere			FALSE	richard	de la mere
1297	FALSE		Ailwin		of London	founder of Bermondsey		FALSE	ailwin	of london
1298	FALSE		Richard			monk of La Charite/Bermondsey		FALSE	richard	
1299	FALSE		Osbert			monk of La Charite/Bermondsey		FALSE	osbert	
1300	FALSE		Winebald			monk of La Charite/Bermondsey		FALSE	winebald	
1301	FALSE		Letaldus			scribe of Regesta 398		FALSE	letaldus	
1302	FALSE		Robert		son of Nigel	?sheriff of ? 1094 x 1098?		FALSE	robert	son of nigel
1303	FALSE		William		Baynard			FALSE	william	baynard
1304	FALSE		William		de Rochele			FALSE	william	de rochele
1305	TRUE		Tewkesbury		Abbey			FALSE	tewkesbury	abbey
1306	FALSE		Roger			vinekeeper on Tewkesbury estates		FALSE	roger	
1307	TRUE		Whitby		Abbey			FALSE	whitby	abbey
1308	FALSE		Serlo		de Percy	prior/abbot of Whitby		FALSE	serlo	de percy
1309	FALSE		William		de Percy			FALSE	william	de percy
1310	TRUE		Tavistock		Abbey			FALSE	tavistock	abbey
1311	FALSE		Warin			sheriff of Cornwall		FALSE	warin	
1312	FALSE		Wimund			Abbot of Tavistock		FALSE	wimund	
1313	FALSE		Odo		son of Gamelin	donor to Gloucester		FALSE	odo	son of gamelin
1314	FALSE		Reimboldus			donor to Gloucester		FALSE	reimboldus	
1315	FALSE		Tofi			donor to Gloucester		FALSE	tofi	
1316	FALSE		Patrick		de Cadurcis	donor to Gloucester		FALSE	patrick	de cadurcis
1317	FALSE		Hugh		Paruus			FALSE	hugh	paruus
1318	FALSE		Ralph		of Bromfield			FALSE	ralph	of bromfield
1319	FALSE		Robert		<son> of Gilbert	donor to Gloucester		FALSE	robert	<son> of gilbert
1320	FALSE		Leiurt			townsman of Hereford		FALSE	leiurt	
1321	FALSE		Ralph			townsman of Hereford		FALSE	ralph	
1322	FALSE		Stephen		the reeve	townsman of Hereford		FALSE	stephen	the reeve
1323	FALSE		Walter		of 'Lineshalla'			FALSE	walter	of 'lineshalla'
1324	FALSE		Ranulf		son of Walter			FALSE	ranulf	son of walter
1325	FALSE		William		de 'Curciun'			FALSE	william	de 'curciun'
1326	FALSE		Thurstan		son of Guy			FALSE	thurstan	son of guy
1327	FALSE		Ebraudus			donor to Gloucester		FALSE	ebraudus	
1328	FALSE		Ralph		Picot	donor to Gloucester		FALSE	ralph	picot
1329	FALSE		Odo			count of Champagne		FALSE	odo	
1330	FALSE		Osto		of Flanders			FALSE	osto	of flanders
1331	FALSE		Raingotus		de Oudenaarde			FALSE	raingotus	de oudenaarde
1332	FALSE		Henry I					FALSE	henry i	
1333	FALSE		Archbishop of Canterbury			Not one in office at this time		FALSE	archbishop of canterbury	
1336	FALSE		Ivo		de Grandemesnil			FALSE	ivo	de grandemesnil
1337	FALSE		Alured		of Wareham	?same as Alfred of Lincoln?		FALSE	alured	of wareham
1338	FALSE		Geoffrey		de Wirce			FALSE	geoffrey	de wirce
1339	FALSE		Geoffrey		de Stuteville			FALSE	geoffrey	de stuteville
1340	FALSE		Roger			witness at Lincoln		FALSE	roger	
1342	FALSE		Robert			"abbot of New Minster, Winton."		FALSE	robert	
1343	FALSE		Odo			abbot of Chertsey		FALSE	odo	
1344	FALSE		Walter			"earl/count, identity uncertain"		FALSE	walter	
1345	FALSE		Philip			chaplain		FALSE	philip	
1346	FALSE		Turgis			chaplain		FALSE	turgis	
1347	FALSE		Gerald			chaplain		FALSE	gerald	
1348	FALSE		Herbert			chaplain of William II = Losinga?		FALSE	herbert	
1349	FALSE		Engelram			chaplain		FALSE	engelram	
1350	FALSE		Peter			chaplain		FALSE	peter	
1351	FALSE		Roger			dapifer		FALSE	roger	
1352	FALSE		William			dapifer		FALSE	william	
1354	FALSE		Fulk		Crispin			FALSE	fulk	crispin
1355	FALSE		Jocelin		de Bohun	bishop of Salisbury		FALSE	jocelin	de bohun
1356	FALSE		William					FALSE	william	
1357	FALSE		Richard		de Lucy	temp. Stephen		FALSE	richard	de lucy
1358	FALSE		Geoffrey		Martel	temp. Stephen		FALSE	geoffrey	martel
1359	FALSE		Osbert		Martel	temp. Stephen		FALSE	osbert	martel
1360	FALSE		Jordan		de Podiis	temp. Stephen		FALSE	jordan	de podiis
1361	FALSE		Ingulf			abbot of Abingdon		FALSE	ingulf	
1362	FALSE		A.			"clerk, temp. Stephen"		FALSE	a.	
1363	FALSE		William		de Ypres	temp. Stephen		FALSE	william	de ypres
1364	FALSE		Geoffrey		de Mandeville	"earl of Essex (first), temp. Stephen"		FALSE	geoffrey	de mandeville
1365	FALSE		Robert		de Vere			FALSE	robert	de vere
1366	FALSE		Walter		of Buckland	temp. Stephen		FALSE	walter	of buckland
1367	FALSE		Adam		de Beaunay	temp. Stephen		FALSE	adam	de beaunay
1368	FALSE		Mainfenin		Brito	temp. Stephen		FALSE	mainfenin	brito
1369	FALSE		Hugh		de Bolbec	temp. Stephen		FALSE	hugh	de bolbec
1370	FALSE		Vincent			abbot of Abingdon		FALSE	vincent	
1371	FALSE		William		de Chesney	temp. Stephen		FALSE	william	de chesney
1372	FALSE		Richard		de Camville	temp. Stephen		FALSE	richard	de camville
1373	FALSE		William		Martel	temp. Stephen		FALSE	william	martel
1374	FALSE		Bishop of Lincoln		unidentified	temp. Stephen		FALSE	bishop of lincoln	unidentified
1376	FALSE		William		de Courcy	"younger, temp. Stephen"		FALSE	william	de courcy
1377	FALSE		Aubrey		de Vere	"earl of Oxford, 1141-1194"		FALSE	aubrey	de vere
1378	FALSE		Baldwin		son of Gilbert	temp. Stephen		FALSE	baldwin	son of gilbert
1379	FALSE		Stephen			king of England		FALSE	stephen	
1380	FALSE		Henry II					FALSE	henry ii	
1381	FALSE		Thurstan		son of Simon	temp. Stephen		FALSE	thurstan	son of simon
1382	FALSE		Henry		of Oxford	sheriff of Berkshire		FALSE	henry	of oxford
1383	FALSE		Bishop of London		unidentified	temp. Stephen		FALSE	bishop of london	unidentified
1384	FALSE		Adam			clerk		FALSE	adam	
1385	FALSE		Everard			bishop of Norwich		FALSE	everard	
1386	FALSE		Ælward		of Hintlesham	mentioned temp. Stephen		FALSE	ælward	of hintlesham
1387	FALSE		"Wulfric, former tenant"		in 'Spercheford'	mentioned temp. Stephen		FALSE	"wulfric, former tenant"	in 'spercheford'
1388	FALSE		Osbert		son of Bundus	mentioned temp. Stephen		FALSE	osbert	son of bundus
1389	FALSE		Teodwara		son of Osbert			FALSE	teodwara	son of osbert
1390	FALSE		Burchard son of Osbert		former tenant	mentioned temp. Stephen		FALSE	burchard son of osbert	former tenant
1391	FALSE		Aldred		former tenant	mentioned temp. Stephen		FALSE	aldred	former tenant
1392	FALSE		Siricus		former tenant	mentioned temp. Stephen		FALSE	siricus	former tenant
1393	FALSE		Haldenus		tenant in Samford (Suff)	temp. Stephen		FALSE	haldenus	tenant in samford (suff)
1394	FALSE		Chancellor of Stephen		identity uncertain			FALSE	chancellor of stephen	identity uncertain
1395	FALSE		Robert		son of Walter	temp. Stephen		FALSE	robert	son of walter
1396	TRUE		Alcester		Abbey			FALSE	alcester	abbey
1398	FALSE		Robert		II	count of Meulan		FALSE	robert	ii
1399	FALSE		Robert		de Beaumont	earl of Leicester		FALSE	robert	de beaumont
1400	FALSE		Waleran			count of Meulan		FALSE	waleran	
1401	FALSE		William			"earl Warenne, temp. Stephen"		FALSE	william	
1402	FALSE		Hervey		earl of Wiltshire	temp. Stephen		FALSE	hervey	earl of wiltshire
1403	FALSE		William		of Aumale	"earl of York, temp. Stephen"		FALSE	william	of aumale
1404	FALSE		Simon II		earl of Northampton	temp. Stephen		FALSE	simon ii	earl of northampton
1405	FALSE		Robert		de Oilly	temp. Stephen		FALSE	robert	de oilly
1406	FALSE		Arnold		du Bois	temp. Stephen		FALSE	arnold	du bois
1407	FALSE		Robert			"pincerna, temp. Stephen"		FALSE	robert	
1408	FALSE		William		de Pinu	temp. Stephen		FALSE	william	de pinu
1409	TRUE		Almeneches		Abbey			FALSE	almeneches	abbey
1410	TRUE		Angers		Abbey of St Aubin			FALSE	angers	abbey of st aubin
1411	FALSE		John			"abbot of St Nicholas, Angers, temp. Stephen"		FALSE	john	
1412	FALSE		Geoffrey		son of Warin	temp. Stephen		FALSE	geoffrey	son of warin
1413	FALSE		"Richard, chaplain of"		Matilda	temp. Stephen		FALSE	"richard, chaplain of"	matilda
1414	FALSE		Folcomarus Cauilla			temp. Stephen		FALSE	folcomarus cauilla	
1415	FALSE		Samson			"chamberlain of Matilda, temp. Stephen"		FALSE	samson	
1416	FALSE		Gerald Gouesla			temp. Stephen		FALSE	gerald gouesla	
1417	FALSE		"Herbert, clerk of"		Matilda	temp. Stephen		FALSE	"herbert, clerk of"	matilda
1418	FALSE		William		d'Aungerville	temp. Stephen		FALSE	william	daungerville
1419	TRUE		Ardenne		Priory			FALSE	ardenne	priory
1420	FALSE		John		of Argentein	temp. Stephen		FALSE	john	of argentein
1421	FALSE		Reginald		de Argentein	mentioned temp. Stephen		FALSE	reginald	de argentein
1422	FALSE		Robert		Arsic	temp. Stephen		FALSE	robert	arsic
1423	FALSE		Richard		of Montacute	temp. Stephen		FALSE	richard	of montacute
1424	FALSE		Simon		de Gerardi-molendino	temp. Stephen		FALSE	simon	de gerardi-molendino
1425	TRUE		Arrouaise		Abbey			FALSE	arrouaise	abbey
1426	FALSE		Matilda III		of Boulogne	queen of England		FALSE	matilda iii	of boulogne
1427	FALSE		Eustace		son of King Stephen			FALSE	eustace	son of king stephen
1428	FALSE		Archbishop of Reims			temp. Stephen		FALSE	archbishop of reims	
1429	FALSE		Bishop of Therouanne			temp. Stephen		FALSE	bishop of therouanne	
1430	FALSE		Eustace de Legrefth			temp. Stephen		FALSE	eustace de legrefth	
1431	FALSE		Gervase			abbot of Arrouaise		FALSE	gervase	
1432	FALSE		"Ralph, chancellor of"		queen Matilda	temp. Stephen		FALSE	"ralph, chancellor of"	queen matilda
1433	FALSE		Geoffrey		de Hospitali	temp. Stephen		FALSE	geoffrey	de hospitali
1434	FALSE		Walter		de Bolbec			FALSE	walter	de bolbec
1435	FALSE		Ingelram de Say			temp. Stephen		FALSE	ingelram de say	
1436	FALSE		Guy		de Montreuil	temp. Stephen		FALSE	guy	de montreuil
1437	FALSE		Ralph son of the marshal			temp. Stephen		FALSE	ralph son of the marshal	
1438	FALSE		William		de Nivers	temp. Stephen		FALSE	william	de nivers
1439	FALSE		Turgis of Avranches			temp. Stephen		FALSE	turgis of avranches	
1440	FALSE		John			"abbot of Boulogne, temp. Stephen"		FALSE	john	
1441	FALSE		"Richard, canon"		?of Boulogne	temp. Stephen		FALSE	"richard, canon"	?of boulogne
1442	FALSE		Thomas			"chaplain and chancellor, temp. Stephen"		FALSE	thomas	
1443	FALSE		Ernulf		prepositus of Lens	temp. Stephen		FALSE	ernulf	prepositus of lens
1444	FALSE		"Robert, brother of Ernulf"		of Lens	temp. Stephen		FALSE	"robert, brother of ernulf"	of lens
1445	FALSE		Alelmus			"canon, temp. Stephen"		FALSE	alelmus	
1446	FALSE		"Ivo,"		count of Soissons	temp. Stephen		FALSE	"ivo,"	count of soissons
1447	FALSE		"Ralph, brother of"		the count of Soissons	temp. Stephen		FALSE	"ralph, brother of"	the count of soissons
1448	FALSE		Gerulfus de Lens			temp. Stephen		FALSE	gerulfus de lens	
1449	FALSE		Hugh de Sperlecha			temp. Stephen		FALSE	hugh de sperlecha	
1450	FALSE		Hugh		Pluchet			FALSE	hugh	pluchet
1451	TRUE		Athelney		Abbey			FALSE	athelney	abbey
1453	FALSE		Abbot of Athelney			temp. Stephen		FALSE	abbot of athelney	
1454	FALSE		Roger			"chancellor, temp. Stephen"		FALSE	roger	
1456	FALSE		Henry		de Blois	"Bishop of Winchester, 1129-1171"		FALSE	henry	de blois
1457	FALSE		Hugh		Bigod	"earl of Norfolk, temp. Stephen"		FALSE	hugh	bigod
1458	FALSE		Warin		de Lusors	temp. Stephen		FALSE	warin	de lusors
1459	TRUE		Aunay		Abbey			FALSE	aunay	abbey
1460	FALSE		P. de Sai			temp. Stephen		FALSE	p. de sai	
1461	FALSE		Abbot of Aunay			temp. Stephen		FALSE	abbot of aunay	
1462	FALSE		William		de Bruilleio	temp. Stephen		FALSE	william	de bruilleio
1463	FALSE		Richard		de Haia	temp. Stephen		FALSE	richard	de haia
1464	FALSE		Richard		de Humets	temp. Stephen		FALSE	richard	de humets
1465	FALSE		Roger			"archdeacon, temp. Stephen"		FALSE	roger	
1466	TRUE		Aylesbury		St Mary's Church			FALSE	aylesbury	saint mary's church
1467	FALSE		Robert		de Tinchebrai	temp. Stephen		FALSE	robert	de tinchebrai
1468	FALSE		Richard		de Walberi	temp. Stephen		FALSE	richard	de walberi
1469	FALSE		Roger			Bishop of Salisbury		FALSE	roger	
1470	FALSE		Adeliza	Sister of Payn fitz John		"abbess of Barking, temp. Stephen"		FALSE	adeliza	
1471	FALSE		Payn		son of John			FALSE	payn	son of john
1472	FALSE		Aubrey		de Vere	elder		FALSE	aubrey	de vere
1473	FALSE		Eustace		son of John			FALSE	eustace	son of john
1474	FALSE		Henry		of Essex	temp. Stephen		FALSE	henry	of essex
1475	FALSE		Alselmus		former landholder	mentioned temp. Stephen		FALSE	alselmus	former landholder
1477	FALSE		Roger		de Fraxineto	temp. Stephen		FALSE	roger	de fraxineto
1479	FALSE		Henry		de Neufmarche	temp. Stephen		FALSE	henry	de neufmarche
1480	FALSE		Godfrey		de Pierreville	temp. Stephen		FALSE	godfrey	de pierreville
1481	FALSE		Fulk		de Oilly	temp. Stephen		FALSE	fulk	de oilly
1482	FALSE		Edward			"servant of Matilda, temp. Stephen"		FALSE	edward	
1483	FALSE		Hugh		de Essartis	temp. Stephen		FALSE	hugh	de essartis
1484	FALSE		Eustace		of Barrington			FALSE	eustace	of barrington
1485	FALSE		Robert		son of Richard de Clare	temp. Stephen		FALSE	robert	son of richard de clare
1486	FALSE		William		de Lovetot	temp. Stephen		FALSE	william	de lovetot
1487	FALSE		Thomas		of Thurrock	temp. Stephen		FALSE	thomas	of thurrock
1488	FALSE		Humfrey		of Barrington	temp. Stephen		FALSE	humfrey	of barrington
1489	FALSE		Anselm			abbot of Bury & bishop of London		FALSE	anselm	
1490	FALSE		Adam			"former landholder, mentioned temp. Stephen"		FALSE	adam	
1491	FALSE		William		de Montfichet	temp. Stephen		FALSE	william	de montfichet
1492	FALSE		Gilbert		"son of Gilbert, earl Pem."	temp. Stephen		FALSE	gilbert	"son of gilbert, earl pem."
1493	FALSE		Geoffrey		Ridel	temp. Stephen		FALSE	geoffrey	ridel
1494	FALSE		Richard		Basset			FALSE	richard	basset
1495	FALSE		Geoffrey		Ridel	elder		FALSE	geoffrey	ridel
1496	FALSE		William		son of Gilbert	chancellor of the empress		FALSE	william	son of gilbert
1497	FALSE		Robert			earl of Gloucester		FALSE	robert	
1498	FALSE		Geoffrey		de Mandeville	"earl of Essex (second), temp. Stephen"		FALSE	geoffrey	de mandeville
1499	FALSE		Robert		son of King Henry	temp. Stephen		FALSE	robert	son of king henry
1500	FALSE		Walkelin		Maminot	temp. Stephen		FALSE	walkelin	maminot
1501	FALSE		Roger		son of unknown	temp. Stephen		FALSE	roger	son of unknown
1502	FALSE		William			Archbishop of Canterbury		FALSE	william	
1503	FALSE		Robert		of Lewes	Bishop of Bath		FALSE	robert	of lewes
1504	FALSE		Thurstan			Archbishop of York		FALSE	thurstan	
1506	FALSE		Alexander			Bishop of Lincoln		FALSE	alexander	
1507	FALSE		Nigel			Bishop of Ely		FALSE	nigel	
1508	FALSE		Seffrid			Bishop of Chichester		FALSE	seffrid	
1509	FALSE		Robert		de Bethune	Bishop of Hereford		FALSE	robert	de bethune
1511	FALSE		Bernard			Bishop of St David's		FALSE	bernard	
1512	FALSE		Simon			Bishop of Worcester		FALSE	simon	
1513	FALSE		Ouen			Bishop of Evreux		FALSE	ouen	
1514	FALSE		John			Bishop of Sees		FALSE	john	
1515	FALSE		Algar			Bishop of Coutances		FALSE	algar	
1516	FALSE		Richard	formerly archdeacon of Suffolk	de Beaufeu	Bishop of Avranches		FALSE	richard	de beaufeu
1517	FALSE		Adelulf			Bishop of Carlisle		FALSE	adelulf	
1518	FALSE		Henry		de Sully	temp. Stephen		FALSE	henry	de sully
1519	FALSE		Henry			"son of the king of Scots, temp. Stephen"		FALSE	henry	
1520	FALSE		William		de Warenne II	earl of Surrey d. 1138		FALSE	william	de warenne ii
1521	FALSE		Roger		de Beaumont	earl of Warwick 1119-1153		FALSE	roger	de beaumont
1522	FALSE		Miles		of Gloucester	earl of Hereford 1141-1143		FALSE	miles	of gloucester
1523	FALSE		William		de Pont de	l'Arche		FALSE	william	de pont de
1524	FALSE		William		d'Aubigny earl of Arundel	temp. Stephen		FALSE	william	daubigny earl of arundel
1525	FALSE		Robert		de Ferrers	earl of Derby		FALSE	robert	de ferrers
1526	FALSE		Robert		"of Arundel, Baron"	temp. Stephen		FALSE	robert	"of arundel, baron"
1527	FALSE		Ilbert II		de Lacy			FALSE	ilbert ii	de lacy
1528	FALSE		William		Peverel II	of Dover		FALSE	william	peverel ii
1529	FALSE		Geoffrey		Talbot	temp. Stephen		FALSE	geoffrey	talbot
1530	FALSE		Modbert			"landholder at North Stoke, mentioned temp. Stephen"		FALSE	modbert	
1531	FALSE		Grenta		tenant at North Stoke	mentioned temp. Stephen		FALSE	grenta	tenant at north stoke
1532	FALSE		Richard		de Belmeis II	bishop of London 1152-1162		FALSE	richard	de belmeis ii
1533	FALSE		Hilary			Bishop of Chichester 1146-1169		FALSE	hilary	
1534	FALSE		William		de Ripa	temp. Stephen		FALSE	william	de ripa
1535	FALSE		William		Feramus	temp. Stephen		FALSE	william	feramus
1536	FALSE		Robert		of Thornham	temp. Stephen		FALSE	robert	of thornham
1537	FALSE		Robert		de Crevecouer	temp. Stephen		FALSE	robert	de crevecouer
1538	FALSE		Philip			Bishop of Bayeux		FALSE	philip	
1539	FALSE		Gilbert		de Lacy	temp. Stephen		FALSE	gilbert	de lacy
1540	FALSE		Ranulf		de Gernons	"earl of Chester, 1129-1153"		FALSE	ranulf	de gernons
1541	FALSE		Richard		son of Bishop Samson	temp. Stephen		FALSE	richard	son of bishop samson
1542	FALSE		Geoffrey			"count of Anjou, duke of Normandy"		FALSE	geoffrey	
1543	FALSE		Roger		Suhardus	temp. Stephen		FALSE	roger	suhardus
1544	FALSE		Roger		Malusfiliastrus	temp. Stephen		FALSE	roger	malusfiliastrus
1545	FALSE		Reginald			earl of Cornwall 1140-1175		FALSE	reginald	
1546	FALSE		Stephen		de Mandeville	temp. Stephen		FALSE	stephen	de mandeville
1547	FALSE		Geoffrey		de Walterville	temp. Stephen		FALSE	geoffrey	de walterville
1548	FALSE		Osbert		Eightpence	temp. Stephen		FALSE	osbert	eightpence
1549	FALSE		Ralph		of Hastings	temp. Stephen		FALSE	ralph	of hastings
1550	FALSE		Stephen		de Beauchamp	temp. Stephen		FALSE	stephen	de beauchamp
1551	FALSE		Herbert		cantor of Bayeux	temp. Stephen		FALSE	herbert	cantor of bayeux
1552	FALSE		Gilbert			"prior of Ardenne, temp. Stephen"		FALSE	gilbert	
1553	FALSE		William			"custor, temp. Stephen"		FALSE	william	
1554	FALSE		Humfrey			"clerk of Bayeux, temp. Stephen"		FALSE	humfrey	
1555	FALSE		Payn			"clerk of Bayeux, temp. Stephen"		FALSE	payn	
1556	FALSE		Robert		son of Exupery	temp. Stephen		FALSE	robert	son of exupery
1557	TRUE		Beaubec		Abbey			FALSE	beaubec	abbey
1558	FALSE		William		de Fecamp	mentioned temp. Stephen		FALSE	william	de fecamp
1559	FALSE		Robert		de Courcy			FALSE	robert	de courcy
1560	FALSE		William		de Beauchamp	dispenser		FALSE	william	de beauchamp
