person name ID	corporate indicator	index order	name entry element	name scope notes	name second element	name third element	natural order	name query indicator	standardised entry element	standardised second element
2107	FALSE		Ralph			"chaplain of Count Theobald, temp. Stephen"		FALSE	ralph	
2108	FALSE		Hilduinus		de Vendopere	temp. Stephen		FALSE	hilduinus	de vendopere
2109	FALSE		Amaury		de Mistenno	temp. Stephen		FALSE	amaury	de mistenno
2110	FALSE		Walter		de Bernieres	temp. Stephen		FALSE	walter	de bernieres
2111	FALSE		Hismelinus		de Argentan	temp. Stephen		FALSE	hismelinus	de argentan
2112	FALSE		Hugh		de Deserto	temp. Stephen		FALSE	hugh	de deserto
2113	FALSE		David			King of Scots		FALSE	david	
2114	TRUE		Fontgombaud		Abbey			FALSE	fontgombaud	abbey
2115	TRUE		Foucarmont		Abbey			FALSE	foucarmont	abbey
2116	FALSE		Oelardus		de Cleis	temp. Stephen		FALSE	oelardus	de cleis
2117	FALSE		Roger		de Cailly	temp. Stephen		FALSE	roger	de cailly
2118	FALSE		Walter		de Giesnes	temp. Stephen		FALSE	walter	de giesnes
2119	FALSE		Walter		son of Ernald	temp. Stephen		FALSE	walter	son of ernald
2120	TRUE		Fountains		Abbey			FALSE	fountains	abbey
2121	FALSE		Henry		Murdac	Archbishop of York		FALSE	henry	murdac
2122	TRUE		Furness		Abbey			FALSE	furness	abbey
2123	FALSE		Roger		Bristoaldus	temp. Stephen		FALSE	roger	bristoaldus
2124	FALSE		Michael		of Flanders	temp. Stephen		FALSE	michael	of flanders
2125	FALSE		William		of Lancaster	temp. Stephen		FALSE	william	of lancaster
2126	FALSE		Robert		de Brus	temp. Stephen		FALSE	robert	de brus
2127	TRUE		Garendon		Abbey			FALSE	garendon	abbey
2128	FALSE		Stephen		Gay	temp. Stephen		FALSE	stephen	gay
2129	FALSE		Racendis			temp. Stephen		FALSE	racendis	
2130	FALSE		Elias		Giffard	temp. Stephen		FALSE	elias	giffard
2131	TRUE		Glemsford		College			FALSE	glemsford	college
2132	FALSE		Abbot of Bury		unidentified	temp. Stephen		FALSE	abbot of bury	unidentified
2134	FALSE		Ahelina		de Hibreio	temp. Stephen		FALSE	ahelina	de hibreio
2135	FALSE		Roger		of Gloucester	temp. Stephen		FALSE	roger	of gloucester
2137	FALSE		Nicholas		de Pola			FALSE	nicholas	de pola
2138	FALSE		Roger		of Berkeley			FALSE	roger	of berkeley
2139	FALSE		Juricus		de Logis			FALSE	juricus	de logis
2140	FALSE		Ralph		Bloet			FALSE	ralph	bloet
2141	FALSE		Edric		householder			FALSE	edric	householder
2142	FALSE		Thomas		de St John			FALSE	thomas	de st john
2143	FALSE		William		d'Eu			FALSE	william	deu
2144	FALSE		Walter		de Clifford			FALSE	walter	de clifford
2145	FALSE		Hugardus		de Baschervilla			FALSE	hugardus	de baschervilla
2146	FALSE		Roger		de Bayeux			FALSE	roger	de bayeux
2147	FALSE		Thomas II			Archbishop of York		FALSE	thomas ii	
2148	FALSE		Avelina		wife of Robert fitzWalter	temp. Stephen		FALSE	avelina	wife of robert fitzwalter
2150	FALSE		Roger		Parvus	temp. Stephen		FALSE	roger	parvus
2151	FALSE		Humfrey			"sheriff of Worcester, temp. Stephen"		FALSE	humfrey	
2152	FALSE		Hamelin			"abbot of Gloucester, temp. Stephen"		FALSE	hamelin	
2153	FALSE		Walter		son of Richard	temp. Stephen		FALSE	walter	son of richard
2154	FALSE		Walter		of Eastleach	temp. Stephen		FALSE	walter	of eastleach
2155	FALSE		Jordan		son of Tescus	temp. Stephen		FALSE	jordan	son of tescus
2156	FALSE		Bishop of Worcester		unidentified	temp. Stephen		FALSE	bishop of worcester	unidentified
2157	FALSE		Reginald		de Chokes	temp. Stephen		FALSE	reginald	de chokes
2158	TRUE		Godstow		Abbey			FALSE	godstow	abbey
2159	FALSE		Hugh		of Tew	temp. Stephen		FALSE	hugh	of tew
2160	FALSE		Senarus			temp. Stephen		FALSE	senarus	
2161	FALSE		Roger		de Almari	temp. Stephen		FALSE	roger	de almari
2162	FALSE		Ralph		son of Roger	temp. Stephen		FALSE	ralph	son of roger
2163	FALSE		Alberic			"legate, bp of Ostia, temp. Stephen"		FALSE	alberic	
2164	FALSE		Sagrinus			temp. Stephen		FALSE	sagrinus	
2165	FALSE		Herbert		earl of Gloucs.'s clerk	temp. Stephen		FALSE	herbert	earl of gloucs.'s clerk
2166	FALSE		Ralph			"sheriff, temp. Stephen"		FALSE	ralph	
2167	FALSE		Ralph			"scribe, temp. Stephen"		FALSE	ralph	
2168	FALSE		Ailwin		son of Gedegos	temp. Stephen		FALSE	ailwin	son of gedegos
2169	FALSE		Ernulf II		de Hesdin			FALSE	ernulf ii	de hesdin
2170	TRUE		Goldcliff		Priory			FALSE	goldcliff	priory
2171	FALSE		Gospatric			"earl of Dunbar, temp. Stephen"		FALSE	gospatric	
2172	FALSE		Dolfin		brother of Gospatric	temp. Stephen		FALSE	dolfin	brother of gospatric
2173	FALSE		Edmund		uncle of Gospatric	temp. Stephen		FALSE	edmund	uncle of gospatric
2174	FALSE		Liulf		son of Uhtred	sheriff of Northumberland		FALSE	liulf	son of uhtred
2175	FALSE		Winnochus			temp. Stephen		FALSE	winnochus	
2176	TRUE		Hatfield Broad Oak		Priory			FALSE	hatfield broad oak	priory
2177	TRUE		Hatfield Peverel		Priory			FALSE	hatfield peverel	priory
2178	TRUE		Haughmond		Abbey			FALSE	haughmond	abbey
2179	FALSE		Bishop of Chester		unidentified	temp. Stephen		FALSE	bishop of chester	unidentified
2181	FALSE		G.			archdeacon		FALSE	g.	
2182	FALSE		William		son of Alan	temp. Stephen		FALSE	william	son of alan
2183	FALSE		Walter		son of Alan	temp. Stephen		FALSE	walter	son of alan
2184	FALSE		Alan		de Dunstanville	temp. Stephen		FALSE	alan	de dunstanville
2185	FALSE		Nigel		de Brac	temp. Stephen		FALSE	nigel	de brac
2186	TRUE		Haute-Bruyere		Nunnery			FALSE	haute-bruyere	nunnery
2187	FALSE		Henry			"marshal, temp. Stephen"		FALSE	henry	
2188	TRUE		Hereford		Cathedral			FALSE	hereford	cathedral
2190	FALSE		Edric		son of Chetellus	mentioned temp. Stephen		FALSE	edric	son of chetellus
2191	FALSE		Chetellus			mentioned temp. Stephen		FALSE	chetellus	
2192	FALSE		Gregory		dapifer	temp. Stephen		FALSE	gregory	dapifer
2193	FALSE		Robert		de Chandos	temp. Stephen		FALSE	robert	de chandos
2194	FALSE		Hugh		son of William	temp. Stephen		FALSE	hugh	son of william
2195	FALSE		Richard		de Cormeilles	temp. Stephen		FALSE	richard	de cormeilles
2196	FALSE		William		of Dover	temp. Stephen		FALSE	william	of dover
2197	FALSE		Robert		Corbet	temp. Stephen		FALSE	robert	corbet
2198	TRUE		Hereford		St Guthlac's Priory			FALSE	hereford	saint guthlac's priory
2199	FALSE		Ingulf		clerk	temp. Stephen		FALSE	ingulf	clerk
2200	FALSE		Robert		Scoton	temp. Stephen		FALSE	robert	scoton
2201	FALSE		Roger		de Lacy			FALSE	roger	de lacy
2202	FALSE		Walter			"abbot of Ramsey, 1133-1160"		FALSE	walter	
2203	FALSE		Alured		Gernon	temp. Stephen		FALSE	alured	gernon
2204	FALSE		Geoffrey			"clerk of South Walsham, temp. Stephen"		FALSE	geoffrey	
2206	FALSE		Serlo			"chamberlain, temp. Stephen"		FALSE	serlo	
2207	FALSE		William			"abbot of St Benet Hulme, temp. Stephen"		FALSE	william	
2208	TRUE		Horton		Priory			FALSE	horton	priory
2209	FALSE		Adela		de Vere	"wife of Robert, temp. Stephen"		FALSE	adela	de vere
2210	FALSE		Osbert			"marshal, mentioned temp. Stephen"		FALSE	osbert	
2211	FALSE		Erinnilda			mentioned temp. Stephen		FALSE	erinnilda	
2212	FALSE		Nigel		son of Bertram	temp. Stephen		FALSE	nigel	son of bertram
2213	FALSE		Simon		of Malling	temp. Stephen		FALSE	simon	of malling
2214	FALSE		Norman			mentioned temp. Stephen		FALSE	norman	
2215	TRUE		Hospitallers		Order			FALSE	hospitallers	order
2216	FALSE		Amfredus		son of [unknown]	temp. Stephen		FALSE	amfredus	son of [unknown]
2217	TRUE		Huntingdon		Priory			FALSE	huntingdon	priory
2218	FALSE		Payn			"sheriff of Huntingdon, temp. Stephen"		FALSE	payn	
2219	FALSE		Gilbert			"earl, unidentified, temp. Stephen"		FALSE	gilbert	
2220	FALSE		Alan		de Craon	temp. Stephen		FALSE	alan	de craon
2221	FALSE		Maurice		de Craon	temp. Stephen		FALSE	maurice	de craon
2222	FALSE		Walter		de Amundeville	temp. Stephen		FALSE	walter	de amundeville
2223	FALSE		William		son of Hakon	temp. Stephen		FALSE	william	son of hakon
2224	TRUE		Ipswich		Holy Trinity Priory			FALSE	ipswich	holy trinity priory
2225	FALSE		Henry			"chancellor of Winchester, temp. Stephen"		FALSE	henry	
2226	TRUE		Kenilworth		Priory			FALSE	kenilworth	priory
2227	FALSE		Geoffrey		de Clinton			FALSE	geoffrey	de clinton
2228	FALSE		Bernard			"prior of Kenilworth, temp. Henry I"		FALSE	bernard	
2229	FALSE		Livitha		nun	temp. Henry I		FALSE	livitha	nun
2230	FALSE		Nicholas		of Stafford	sheriff		FALSE	nicholas	of stafford
2231	FALSE		Robert		of Stafford	temp. Henry I		FALSE	robert	of stafford
2232	FALSE		Fulcoldus			temp. Henry I		FALSE	fulcoldus	
2233	FALSE		Siward		of Arden	temp. Henry I		FALSE	siward	of arden
2234	FALSE		Geoffrey		de Clinton	younger		FALSE	geoffrey	de clinton
2235	FALSE		Robert		de Clinton	temp. Henry I		FALSE	robert	de clinton
2236	FALSE		Miles		son of William sheriff	temp. Henry I		FALSE	miles	son of william sheriff
2237	FALSE		Turgis			temp. Henry I		FALSE	turgis	
2238	FALSE		Ralph			"pincerna of Leicester, temp. Stephen"		FALSE	ralph	
2239	FALSE		William		de Furneaux	temp. Stephen		FALSE	william	de furneaux
2240	FALSE		William		de Clinton	temp. Stephen		FALSE	william	de clinton
2241	TRUE		Kingswood		Abbey			FALSE	kingswood	abbey
2242	FALSE		William		of Berkeley	temp. Stephen		FALSE	william	of berkeley
2243	TRUE		Tintern		Abbey			FALSE	tintern	abbey
2244	TRUE		Kirkham		Priory			FALSE	kirkham	priory
2245	FALSE		W.		son of Robert	temp. Stephen		FALSE	w.	son of robert
2246	TRUE		Kirkstead		Abbey			FALSE	kirkstead	abbey
2247	FALSE		Hugh		son of Eudo	temp. Stephen		FALSE	hugh	son of eudo
2248	FALSE		Robert		Darcy	temp. Stephen		FALSE	robert	darcy
2249	FALSE		William		Maltravers			FALSE	william	maltravers
2250	FALSE		Henry		de Lacy	temp. Stephen		FALSE	henry	de lacy
2251	FALSE		Jordan		de Lacy	temp. Stephen		FALSE	jordan	de lacy
2252	TRUE		Lannoy		Abbey			FALSE	lannoy	abbey
2253	FALSE		William		de Mortain	temp. Stephen		FALSE	william	de mortain
2254	FALSE		Peter		of Mortain	temp. Stephen		FALSE	peter	of mortain
2255	FALSE		John			"larderer, temp. Stephen"		FALSE	john	
2256	FALSE		David		son of John	" the larderer, temp. Stephen"		FALSE	david	son of john
2257	TRUE		Launceston		Priory			FALSE	launceston	priory
2258	FALSE		Robert		of Arundel	temp. Stephen		FALSE	robert	of arundel
2260	FALSE		Geoffrey		de Furneaux	temp. Stephen		FALSE	geoffrey	de furneaux
2261	FALSE		Bishop of Exeter		unidentified	temp. Stephen		FALSE	bishop of exeter	unidentified
2262	FALSE		Bernard			"scribe and chaplain, temp. Henry I"		FALSE	bernard	
2263	FALSE		Hamelin			temp. Henry I		FALSE	hamelin	
2264	FALSE		H.		canon of Launceston	temp. Stephen		FALSE	h.	canon of launceston
2266	TRUE		Leicester		Abbey			FALSE	leicester	abbey
2267	FALSE		Richard			"abbot of Leicester, temp. Stephen"		FALSE	richard	
2268	FALSE		Hugh		de Mortimer	temp. Stephen		FALSE	hugh	de mortimer
2269	FALSE		Osbert		son of Hugh	temp. Stephen		FALSE	osbert	son of hugh
2270	FALSE		William		de Braose	temp. Stephen		FALSE	william	de braose
2271	TRUE		Reading		Abbey			FALSE	reading	abbey
2272	TRUE		Lenton		Priory			FALSE	lenton	priory
2273	FALSE		Oddona		wife of William Peverel	temp. Stephen		FALSE	oddona	wife of william peverel
2274	FALSE		Henry		Peverel	temp. Stephen		FALSE	henry	peverel
2275	FALSE		Hugh		de Burun	temp. Stephen		FALSE	hugh	de burun
2276	FALSE		William		d'Aubigny Brito			FALSE	william	daubigny brito
2277	FALSE		William		d'Aubigny unidentified	temp. Stephen		FALSE	william	daubigny unidentified
2278	TRUE		Lessay		Abbey			FALSE	lessay	abbey
2279	FALSE		Andrew		Buccuinta	temp. Stephen		FALSE	andrew	buccuinta
2280	FALSE		Vitalis		Grossus	temp. Stephen		FALSE	vitalis	grossus
2281	FALSE		Huardus		Grossus	temp. Stephen		FALSE	huardus	grossus
2282	FALSE		Robert		of Hastings			FALSE	robert	of hastings
2283	FALSE		Robert		of Horsted	temp. Stephen		FALSE	robert	of horsted
2284	FALSE		Hervey		of Wilton			FALSE	hervey	of wilton
2285	TRUE		Lichfield		Cathedral			FALSE	lichfield	cathedral
2286	FALSE		Jordan			"clerk of Roger de Fecamp, temp. Stephen"		FALSE	jordan	
2287	FALSE		Andrew			"abbot of Cirencester, temp. Stephen"		FALSE	andrew	
2288	FALSE		Wigot			abbot of Oseney		FALSE	wigot	
2289	FALSE		Guy		son of Tescus	temp. Stephen		FALSE	guy	son of tescus
2290	FALSE		William		de Fraxineto	temp. Stephen		FALSE	william	de fraxineto
2291	TRUE		Lilleshall		Abbey			FALSE	lilleshall	abbey
2292	TRUE		Shrewsbury		St Alkmund's Church			FALSE	shrewsbury	saint alkmund's church
2293	FALSE		Imar		papal legate	temp. Stephen		FALSE	imar	papal legate
2294	FALSE		Rotrou			Bishop of Evreux		FALSE	rotrou	
2295	FALSE		William			"abbot of Lilleshall, temp. Stephen"		FALSE	william	
2296	FALSE		Richard		Duke Geoffrey's chancello	temp. Stephen		FALSE	richard	duke geoffrey's chancello
2297	FALSE		William		Turniant	temp. Stephen		FALSE	william	turniant
2298	FALSE		Adam		of Hothfield	temp. Stephen		FALSE	adam	of hothfield
2299	FALSE		Ralph			"canon of Lincoln, temp. Stephen"		FALSE	ralph	
2300	FALSE		Robert		de Grainville	canon of Lincoln		FALSE	robert	de grainville
2301	FALSE		Ralph		son of Hakon	temp. Stephen		FALSE	ralph	son of hakon
2302	FALSE		Eudo		of Grimsby	temp. Stephen		FALSE	eudo	of grimsby
2303	FALSE		Geoffrey		son of Payn			FALSE	geoffrey	son of payn
2304	FALSE		Henry		de Tracy	temp. Stephen		FALSE	henry	de tracy
2306	FALSE		Robert		de Stuteville	temp. Stephen		FALSE	robert	de stuteville
2307	FALSE		William		nep. of Martel	temp. Stephen		FALSE	william	nep. of martel
2309	FALSE		Reginald		de Crevecouer	temp. Stephen		FALSE	reginald	de crevecouer
2310	FALSE		Hugh		Waca	temp. Stephen		FALSE	hugh	waca
2311	FALSE		William		de Coleville	temp. Stephen		FALSE	william	de coleville
2312	TRUE		Lire		Abbey			FALSE	lire	abbey
2313	TRUE		Lanthony		Priory			FALSE	lanthony	priory
2314	FALSE		William		of Buckland	temp. Stephen		FALSE	william	of buckland
2315	FALSE		Sibilla			wife of Miles of Gloucester		FALSE	sibilla	
2316	FALSE		Drogo		Miles of Glouc's steward	temp. Stephen		FALSE	drogo	miles of glouc's steward
2317	FALSE		Alan		son of Magnus	temp. Stephen		FALSE	alan	son of magnus
2318	FALSE		Hugh		of Haseley	temp. Stephen		FALSE	hugh	of haseley
2319	FALSE		William		Brito	temp. Stephen		FALSE	william	brito
2320	FALSE		Roger		son of Ralph	temp. Stephen		FALSE	roger	son of ralph
2321	FALSE		Ralph		Avenel	temp. Stephen		FALSE	ralph	avenel
2322	FALSE		Walter		of Bristol	temp. Stephen		FALSE	walter	of bristol
2323	FALSE		Ernulf		son of Ralph	temp. Stephen		FALSE	ernulf	son of ralph
2324	FALSE		Robert		son of Hugh	temp. Stephen		FALSE	robert	son of hugh
2325	FALSE		Roger		de Tocham	temp. Stephen		FALSE	roger	de tocham
2326	TRUE		"London,"		Holy Trinity	Aldgate		FALSE	"london,"	holy trinity
2327	FALSE		Richard		son of Baldwin	"sheriff, temp. Stephen"		FALSE	richard	son of baldwin
2328	FALSE		A.			"chancellor, temp. Stephen"		FALSE	a.	
2329	FALSE		Othwerus		former castellan of Tower	temp. Stephen		FALSE	othwerus	former castellan of tower
2331	FALSE		Aschuillus			temp. Stephen		FALSE	aschuillus	
2332	FALSE		Ordgar		"monk, le prude"	temp. Stephen		FALSE	ordgar	"monk, le prude"
2333	FALSE		Ailwin		son of Radumfus	temp. Stephen		FALSE	ailwin	son of radumfus
2334	FALSE		Estmundus			temp. Stephen		FALSE	estmundus	
2335	FALSE		Alfric		Cheich	temp. Stephen		FALSE	alfric	cheich
2336	FALSE		Brictred		Cuherd	temp. Stephen		FALSE	brictred	cuherd
2337	FALSE		Wulfredus			temp. Stephen		FALSE	wulfredus	
2338	FALSE		Semar			temp. Stephen		FALSE	semar	
2339	FALSE		Batun			temp. Stephen		FALSE	batun	
2340	FALSE		Alsius			temp. Stephen		FALSE	alsius	
2341	FALSE		Berman			temp. Stephen		FALSE	berman	
2342	FALSE		Wlpsi		Faber	temp. Stephen		FALSE	wlpsi	faber
2343	FALSE		Alfwin		Hallen	temp. Stephen		FALSE	alfwin	hallen
2344	FALSE		Leuesene		Faber	temp. Stephen		FALSE	leuesene	faber
2345	FALSE		Wulfwine			Abbot		FALSE	wulfwine	
2347	FALSE		Algar			"brother of Gerald, temp. Stephen"		FALSE	algar	
2348	FALSE		Wulfric			"butcher, temp. Stephen"		FALSE	wulfric	
2349	FALSE		Elfret		Cugel	temp. Stephen		FALSE	elfret	cugel
2350	FALSE		Wulfric			temp. Stephen		FALSE	wulfric	
2351	FALSE		Edric		Modlieuesune	temp. Stephen		FALSE	edric	modlieuesune
2352	FALSE		Godwin		Balle	temp. Stephen		FALSE	godwin	balle
2353	FALSE		Matilda			daughter of King Stephen		FALSE	matilda	
2354	FALSE		Baldwin		son of the king	temp. Stephen		FALSE	baldwin	son of the king
2355	FALSE		Ralph			"prior of Holy Trinity, temp. Stephen"		FALSE	ralph	
2356	FALSE		R.		Malismanis	temp. Stephen		FALSE	r.	malismanis
2357	FALSE		Picot		Empastorator	temp. Stephen		FALSE	picot	empastorator
2358	FALSE		Chancellor of the empress		unidentified	temp. Stephen		FALSE	chancellor of the empress	unidentified
2359	FALSE		Godfrey		Beiuin'	temp. Stephen		FALSE	godfrey	beiuin'
2360	FALSE		Simon		de Moulins	temp. Stephen		FALSE	simon	de moulins
2361	FALSE		Adelina		de Moulins	temp. Stephen		FALSE	adelina	de moulins
2362	FALSE		Hubert		Iuvenis	temp. Stephen		FALSE	hubert	iuvenis
2363	FALSE		Griffinus			"servant of Roger of Salisbury, temp. Stephen"		FALSE	griffinus	
2364	FALSE		Peter		Futruid	temp. Stephen		FALSE	peter	futruid
2366	FALSE		Fulcher			"dean St Martin-le-Grand, London"		FALSE	fulcher	
2367	FALSE		John			"sheriff of London, temp. Stephen"		FALSE	john	
2368	FALSE		Theodoric		son of Deorman	temp. Stephen		FALSE	theodoric	son of deorman
2369	FALSE		Robert		"de Boulogne, royal clerk"	temp. Stephen		FALSE	robert	"de boulogne, royal clerk"
2370	FALSE		William		Peverel	"of London, temp. Stephen"		FALSE	william	peverel
2371	FALSE		Geoffrey		Pietas	temp. Stephen		FALSE	geoffrey	pietas
2372	FALSE		Walter			priest of Witham		FALSE	walter	
2373	FALSE		Eustace		brother of Baldwin	temp. Stephen		FALSE	eustace	brother of baldwin
2374	FALSE		Walter		de Provins	temp. Stephen		FALSE	walter	de provins
2375	FALSE		Osward			reeve of Maldon		FALSE	osward	
2376	FALSE		Michael			"dapifer, temp. Stephen"		FALSE	michael	
2377	FALSE		Maurice			sheriff of Essex		FALSE	maurice	
2378	FALSE		Ranulf		de Venions	temp. Stephen		FALSE	ranulf	de venions
2379	FALSE		Ailward			archdeacon of Colchester		FALSE	ailward	
2380	FALSE		Gilbert		tenant at Mashbury	temp. Stephen		FALSE	gilbert	tenant at mashbury
2381	FALSE		Ulwin		Mud	temp. Stephen		FALSE	ulwin	mud
2382	FALSE		Alured		clerk of Chrishall	temp. Stephen		FALSE	alured	clerk of chrishall
2383	FALSE		Bosoher'		de Boulogne	temp. Stephen		FALSE	bosoher'	de boulogne
2384	FALSE		Baldwin		"de Wissant, constable"	temp. Stephen		FALSE	baldwin	"de wissant, constable"
2385	FALSE		Hugh			"priest of Good Easter, temp. Stephen"		FALSE	hugh	
2386	FALSE		Manasser			temp. Stephen		FALSE	manasser	
2387	FALSE		Walter		de Guerris	temp. Stephen		FALSE	walter	de guerris
2388	FALSE		Mannard		royal clerk	temp. Stephen		FALSE	mannard	royal clerk
2389	FALSE		Richard		Ruffus	archdeacon of Essex		FALSE	richard	ruffus
2390	FALSE		Robert		Loricarius	temp. Stephen		FALSE	robert	loricarius
2391	FALSE		Richard			vicomte of Argentan		FALSE	richard	
2393	FALSE		Jocelin		de Louvain	temp. Stephen		FALSE	jocelin	de louvain
2394	FALSE		Warner		de Fenni	temp. Stephen		FALSE	warner	de fenni
2395	FALSE		William			"prior of Lewes, temp. Stephen"		FALSE	william	
2396	FALSE		Hugh		de Petraponte	temp. Stephen		FALSE	hugh	de petraponte
2397	FALSE		Richard		of Anstey	temp. Stephen		FALSE	richard	of anstey
2398	FALSE		Turold		de Borram	temp. Stephen		FALSE	turold	de borram
2399	FALSE		Robert		de Ruilli	temp. Stephen		FALSE	robert	de ruilli
2400	FALSE		Philip		de Querceto	temp. Stephen		FALSE	philip	de querceto
2401	TRUE		Luffield		Priory			FALSE	luffield	priory
2402	FALSE		Gerald			"monk of Luffield, temp. Stephen"		FALSE	gerald	
2403	TRUE		Lympstone and Kenton		men of			FALSE	lympstone and kenton	men of
2404	FALSE		Abbess of Malling		unidentified	temp. Stephen		FALSE	abbess of malling	unidentified
2405	TRUE		Marcigny		Priory			FALSE	marcigny	priory
2406	FALSE		Adela			"countess of Blois, mother of King Stephen"		FALSE	adela	
2407	FALSE		Robert		Marmion III	temp. Stephen		FALSE	robert	marmion iii
2408	FALSE		Roger		Marmion			FALSE	roger	marmion
2409	FALSE		Robert		Marmion II			FALSE	robert	marmion ii
2410	FALSE		Walter		Martel	temp. Stephen		FALSE	walter	martel
2411	FALSE		Emma		daughter of Grimbald	temp. Stephen		FALSE	emma	daughter of grimbald
2412	FALSE		Atselinus		wife of Grimabld	temp. Stephen		FALSE	atselinus	wife of grimabld
2413	FALSE		Grimbald			medic		FALSE	grimbald	
2414	FALSE		Gerald		Mauclerc	temp. Stephen		FALSE	gerald	mauclerc
2416	FALSE		Geoffrey		Boterellus	temp. Stephen		FALSE	geoffrey	boterellus
2417	TRUE		Meaux		Abbey			FALSE	meaux	abbey
2418	FALSE		Ralph		son of Wimund	temp. Stephen		FALSE	ralph	son of wimund
2419	FALSE		William		de Percy	temp. Stephen		FALSE	william	de percy
2420	FALSE		William		de Rumar	temp. Stephen		FALSE	william	de rumar
2421	FALSE		Agnes		d'Aumale	temp. Stephen		FALSE	agnes	daumale
2422	FALSE		Geoffrey		Dagun	temp. Stephen		FALSE	geoffrey	dagun
2423	TRUE		Missenden		Abbey			FALSE	missenden	abbey
2424	FALSE		William		of Missenden			FALSE	william	of missenden
2425	FALSE		Richard		d'Urville	archdeacon of Buckingham		FALSE	richard	durville
2426	FALSE		Robert		of Lincoln	temp. Stephen		FALSE	robert	of lincoln
2427	FALSE		Thomas		Basset	temp. Stephen		FALSE	thomas	basset
2429	FALSE		Roger		de Calz	temp. Stephen		FALSE	roger	de calz
2430	FALSE		Robert		de Spineto	temp. Stephen		FALSE	robert	de spineto
2431	TRUE		Montacute		Priory			FALSE	montacute	priory
2432	FALSE		Richard		de Redvers	temp. Henry I		FALSE	richard	de redvers
2433	FALSE		Hubert			"priest, mentioned temp. Stephen"		FALSE	hubert	
2434	FALSE		Adeliza		de Redvers	mentioned temp. Stephen		FALSE	adeliza	de redvers
2435	FALSE		Richard		d'Aungerville	mentioned temp. Stephen		FALSE	richard	daungerville
2436	FALSE		Ranulf		Estannicon	mentioned temp. Stephen		FALSE	ranulf	estannicon
2437	FALSE		Roger		de Mandeville			FALSE	roger	de mandeville
2438	FALSE		Samson		de Morfarvilla			FALSE	samson	de morfarvilla
2439	FALSE		Richard			Bishop of Bayeux		FALSE	richard	
2440	FALSE		Roger			"vicomte, temp. Stephen"		FALSE	roger	
2441	FALSE		Mascherel			mentioned temp. Stephen		FALSE	mascherel	
2442	FALSE		Thurstan		de Montfort	temp. Stephen		FALSE	thurstan	de montfort
2443	TRUE		Mortemer		Abbey			FALSE	mortemer	abbey
2444	FALSE		Ingelram		de Vascoeuil	temp. Stephen		FALSE	ingelram	de vascoeuil
2445	FALSE		Ernulf		son of Hugh	temp. Stephen		FALSE	ernulf	son of hugh
2446	TRUE		Newburgh		Priory			FALSE	newburgh	priory
2447	TRUE		Newhouse		Abbey			FALSE	newhouse	abbey
2448	TRUE		La Noe		Abbey			FALSE	la noe	abbey
2449	FALSE		Geoffrey		son of the	"empress, temp. Stephen"		FALSE	geoffrey	son of the
2450	FALSE		William		son of the	"empress, temp. Stephen"		FALSE	william	son of the
2451	FALSE		Maurice		de Bonneville	temp. Stephen		FALSE	maurice	de bonneville
2452	FALSE		Robert			"priest, temp. Stephen"		FALSE	robert	
2453	FALSE		Rocelinus			temp. Stephen		FALSE	rocelinus	
2454	FALSE		Roger			temp. Stephen		FALSE	roger	
2455	FALSE		Thomas			"knight, temp. Stephen"		FALSE	thomas	
2456	FALSE		Gerald		de Hopelande	temp. Stephen		FALSE	gerald	de hopelande
2457	FALSE		Robert			temp. Stephen		FALSE	robert	
2458	FALSE		William		brother of	"Thomas, temp. Stephen"		FALSE	william	brother of
2459	FALSE		Everard		de Chatmel	temp. Stephen		FALSE	everard	de chatmel
2460	FALSE		Robert		priest of Bonneville	temp. Stephen		FALSE	robert	priest of bonneville
2461	FALSE		Laurence		de Guarenbolvill	temp. Stephen		FALSE	laurence	de guarenbolvill
2462	FALSE		William		de Guarenb-	"olvilla, temp. Stephen"		FALSE	william	de guarenb-
2463	FALSE		Roscelin			temp. Stephen		FALSE	roscelin	
2464	FALSE		Roger			"archdeacon of Brionne, temp. Stephen"		FALSE	roger	
2465	FALSE		William		Malus Nepos	temp. Stephen		FALSE	william	malus nepos
2466	FALSE		Roger		de Hoto	temp. Stephen		FALSE	roger	de hoto
2467	FALSE		Hugh		de Bachepint	temp. Stephen		FALSE	hugh	de bachepint
2468	FALSE		Robert		of the altars	temp. Stephen		FALSE	robert	of the altars
2469	FALSE		William		de Brochenneio	temp. Stephen		FALSE	william	de brochenneio
2470	FALSE		Robert		Esoir	temp. Stephen		FALSE	robert	esoir
2471	FALSE		Ralph		de Cressennio	temp. Stephen		FALSE	ralph	de cressennio
2472	FALSE		Thomas		Sessarius	temp. Stephen		FALSE	thomas	sessarius
2473	FALSE		Anchiltillus		de Guarenbolvilla	temp. Stephen		FALSE	anchiltillus	de guarenbolvilla
2474	FALSE		G.		de Pomereia	temp. Stephen		FALSE	g.	de pomereia
2475	TRUE		"Northampton,"		St Andrew			FALSE	"northampton,"	saint andrew
2476	FALSE		William		d'Avranches	temp. Stephen		FALSE	william	davranches
2477	FALSE		Robert		"Grimbus, sheriff"	temp. Stephen		FALSE	robert	"grimbus, sheriff"
2478	FALSE		Norman		de Verdun	temp. Stephen		FALSE	norman	de verdun
2479	FALSE		Hugh		de Halding	temp. Stephen		FALSE	hugh	de halding
2480	FALSE		Nicholas		son of Serannus	temp. Stephen		FALSE	nicholas	son of serannus
